year,sex,rank,name,size,perc,total_size,total_perc
1998,M,10,Matthew,435,1.064819348,5280,12.92470381
1997,M,12,Kyle,435,1.08665784,6393,15.97012315
1995,F,4,Hannah,435,1.145279343,1948,5.128745195
1984,M,18,Kyle,435,1.228501229,11930,33.69199921
1995,F,5,Samantha,434,1.142646517,2382,6.271391712
2002,F,2,Emma,433,1.123304019,922,2.391885231
2002,M,3,Joshua,433,1.070325053,1535,3.794339389
1989,M,18,John,433,1.121354949,11498,29.7767649
2009,F,2,Olivia,432,0.991986039,887,2.036786149
2001,M,5,Andrew,432,1.063541692,2466,6.071050494
1980,M,17,Jeremy,432,1.240345689,11731,33.68170203
2011,F,2,Olivia,431,1,884,2.1
2009,M,2,Jacob,431,0.9,879,1.9
1985,M,18,John,431,1.202332134,11814,32.95673278
2009,F,3,Sophia,430,0.987393511,1317,3.02417966
2008,F,1,Olivia,430,1,430,1
1981,F,6,Nicole,430,1.264705882,4153,12.21470588
2002,M,4,Michael,429,1.060437523,1964,4.854776913
2000,M,9,Ryan,429,1.031944578,4439,10.6778601
1996,M,14,Joseph,429,1.072231942,7487,18.71282179
2013,F,2,Olivia,428,1.024462636,877,2.099190962
2011,F,3,Emma,428,1,"1,312",3.1
2007,F,2,Emily,428,0.990213544,867,2.005876501
2005,F,1,Emma,428,1.062140163,428,1.062140163
2003,M,3,Joshua,428,1.043393467,1470,3.583617748
2003,M,4,Ryan,428,1.043393467,1898,4.627011214
1997,F,4,Sarah,428,1.123064812,1975,5.182366833
1997,M,13,Joseph,428,1.069171392,6821,17.03929455
1991,M,22,Robert,428,1.046582712,13301,32.52475853
1989,M,19,Brandon,428,1.108406278,11926,30.88517118
1984,M,19,Adam,428,1.208732243,12358,34.90073145
2010,F,2,Olivia,427,1,901,2.1
1997,M,14,Ryan,426,1.064175264,7247,18.10346981
1987,F,6,Nicole,426,1.250073361,4276,12.54768472
1986,F,6,Nicole,426,1.258233157,4168,12.31060047
2005,F,2,Emily,425,1.054695255,853,2.116835418
2005,M,3,Alexander,425,1.004039784,1360,3.212927308
1990,F,7,Stephanie,425,1.095840961,4383,11.30134337
2002,M,5,Alexander,424,1.048078112,2388,5.902855024
1982,M,18,Adam,424,1.193156236,12143,34.17098154
2006,F,1,Emma,423,0.999787279,423,0.999787279
2002,F,3,Hannah,423,1.097361662,1345,3.489246893
1990,F,8,Megan,423,1.090684063,4806,12.39202743
1985,M,19,Brian,423,1.180015064,12237,34.13674784
1986,F,7,Stephanie,422,1.246418761,4590,13.55701923
1985,F,8,Megan,422,1.227850679,5081,14.78367133
1997,F,5,Samantha,421,1.10469693,2396,6.287063763
1997,M,15,Christopher,421,1.051684944,7668,19.15515476
1984,M,20,Aaron,421,1.188963258,12779,36.08969471
2009,M,3,William,420,0.9,"1,299",2.8
1997,M,16,David,420,1.04918688,8088,20.20434164
1996,F,4,Hannah,420,1.109291638,1873,4.946912472
1989,M,20,Anthony,420,1.087688403,12346,31.97285958
1986,M,20,Jason,420,1.181800276,12369,34.80401812
2009,M,4,Ethan,419,0.9,"1,718",3.8
1999,M,10,Daniel,419,1.026382187,4948,12.12061828
1998,M,11,Nicholas,419,1.025653579,5699,13.95035739
1991,F,8,Stephanie,418,1.070422535,4820,12.34314981
1991,M,23,John,418,1.022129845,13719,33.54688837
2004,M,4,Alexander,417,0.99038119,1893,4.4959031
1999,M,11,David,417,1.021482988,5365,13.14210127
1994,M,18,James,417,1.053881925,10095,25.51304084
1989,F,7,Jennifer,417,1.130142555,4508,12.21746436
1988,M,18,John,417,1.12199322,11462,30.84001507
2010,M,1,Jacob,416,0.9,416,0.9
1997,F,6,Madison,415,1.088953031,2811,7.376016794
1996,F,5,Samantha,415,1.096085785,2288,6.042998257
1996,M,15,Zachary,415,1.03724069,7902,19.75006248
1995,F,6,Sarah,415,1.092622821,2797,7.364014533
1994,F,6,Taylor,415,1.097970738,3110,8.228166257
1998,F,4,Samantha,414,1.067367933,1941,5.004254003
1997,M,17,Zachary,414,1.034198496,8502,21.23854013
1982,M,19,Jeffrey,413,1.162201711,12556,35.33318325
1981,F,7,Stephanie,413,1.214705882,4566,13.42941176
1980,M,18,Adam,413,1.185793448,12144,34.86749548
1993,M,19,Jordan,412,1.023246573,10888,27.04152593
1992,M,20,Dylan,412,1.000437084,11918,28.93982808
1990,F,9,Emily,412,1.06232112,5218,13.45434855
1989,F,8,Elizabeth,412,1.116591685,4920,13.33405605
1982,M,20,Aaron,412,1.159387663,12968,36.49257091
1996,M,16,David,411,1.027243189,8313,20.77730567
1983,M,20,Aaron,411,1.162659123,13308,37.64639321
1993,M,20,James,410,1.018279356,11298,28.05980529
1990,F,10,Nicole,410,1.057164221,5628,14.51151278
1981,M,20,Jeffrey,410,1.145667421,13226,36.95755442
2012,M,1,Liam,409,0.9,409,0.9
2012,M,2,Mason,408,0.9,817,1.8
2003,M,5,Alexander,408,0.994636763,2306,5.621647977
2001,M,6,Alexander,408,1.004456043,2874,7.075506536
1999,F,3,Samantha,408,1.052876055,1464,3.77796702
1987,M,19,Kevin,408,1.128880527,11865,32.82884179
1985,M,20,Jacob,408,1.138170558,12645,35.2749184
2008,M,4,Daniel,407,0.883074052,1765,3.829547181
1994,M,19,Cody,407,1.028608977,10502,26.54164982
1983,F,9,Heather,407,1.221158751,5310,15.93207117
1980,M,19,Eric,406,1.165695254,12550,36.03319073
1996,F,6,Madison,405,1.06967408,2693,7.112672337
1988,M,19,Anthony,405,1.089705645,11867,31.92972071
2002,M,6,Daniel,404,0.998640465,2792,6.901495489
1990,M,22,John,404,0.993605509,13670,33.62026562
1987,F,7,Stephanie,403,1.182581137,4679,13.73026586
2004,M,5,Daniel,402,0.954755967,2295,5.450659067
1990,F,11,Kayla,402,1.036536627,6030,15.5480494
2010,F,3,Isabella,401,0.9,"1,302",3.1
2006,M,4,Logan,401,0.900395186,1824,4.09556314
2013,F,3,Sophia,400,0.957441716,1277,3.056632677
1999,M,12,Nicholas,400,0.979839796,5765,14.12194106
1988,F,8,Samantha,400,1.131541726,4990,14.11598303
1986,M,21,Anthony,399,1.122710262,12768,35.92672838
1983,M,21,Jonathan,399,1.128712871,13707,38.77510608
2007,F,3,Emma,398,0.920806052,1265,2.926682553
2005,M,4,Andrew,398,0.940253727,1758,4.153181034
2000,M,10,Joseph,398,0.957375156,4837,11.63523525
1993,F,7,Taylor,398,1.033685687,3697,9.601849207
2006,M,5,Daniel,397,0.891413688,2221,4.986976828
2004,M,6,Joshua,397,0.942880893,2692,6.39353996
2003,M,6,Andrew,397,0.967820575,2703,6.589468552
2000,M,11,Zachary,397,0.954969691,5234,12.59020495
1986,F,8,Megan,397,1.172578787,4987,14.72959802
1984,F,8,Melissa,397,1.184438212,4748,14.165523
2006,M,6,Andrew,396,0.889168313,2617,5.876145141
1996,M,17,Kyle,396,0.989752562,8709,21.76705824
1984,M,21,Tyler,396,1.118359739,13175,37.20805445
1998,M,12,Brandon,395,0.966904925,6094,14.91726231
1995,M,17,David,395,1.006164349,9266,23.60283254
1980,F,7,Angela,395,1.197659258,4330,13.12877111
2012,M,3,Ethan,394,0.9,"1,211",2.7
1998,M,13,Zachary,394,0.964457065,6488,15.88171938
1981,M,21,Benjamin,394,1.100958449,13620,38.05851287
2009,F,4,Emma,393,0.902431744,1710,3.926611403
1983,M,22,Jeffrey,393,1.111739745,14100,39.88684583
1982,F,7,Michelle,393,1.157482402,4441,13.07984567
1982,F,8,Stephanie,393,1.157482402,4834,14.23732807
2002,F,4,Madison,392,1.016940359,1737,4.506187252
2001,M,7,Daniel,392,0.96506561,3266,8.040572146
1999,F,4,Madison,392,1.011586798,1856,4.789553818
1993,M,21,Justin,392,0.973574409,11690,29.03337969
1984,F,9,Rachel,392,1.169520855,5140,15.33504386
1980,M,20,Benjamin,392,1.125498866,12942,37.1586896
2009,M,5,Daniel,391,0.9,"2,109",4.6
2005,M,5,Daniel,391,0.923716601,2149,5.076897635
1990,M,23,William,391,0.961633055,14061,34.58189867
1984,F,10,Heather,391,1.166537383,5531,16.50158124
2003,F,3,Olivia,390,0.988292535,1423,3.60600071
2002,M,7,Andrew,390,0.964034112,3182,7.865529601
1989,F,9,Stephanie,390,1.056967857,5310,14.3910239
2011,M,2,Liam,389,0.9,835,1.9
2007,M,4,Daniel,389,0.851240755,1845,4.037375815
1992,M,21,Robert,389,0.944587441,12307,29.88441552
1990,F,12,Jennifer,389,1.003016786,6419,16.55106619
1983,F,10,Rachel,389,1.16715173,5699,17.0992229
2006,F,2,Emily,388,0.917062564,811,1.916849843
1999,M,13,Joseph,388,0.950444602,6153,15.07238567
1981,F,8,Amy,388,1.141176471,4954,14.57058824
1995,M,18,Justin,387,0.985786337,9653,24.58861888
1986,F,9,Rachel,387,1.143042798,5374,15.87264081
1983,M,23,William,387,1.09476662,14487,40.98161245
1981,M,22,Jeremy,387,1.081398273,14007,39.13991114
2001,M,8,Nicholas,386,0.950294197,3652,8.990866343
2001,M,9,Tyler,386,0.950294197,4038,9.941160541
1989,F,10,Rachel,386,1.046127161,5696,15.43715107
1985,M,21,Aaron,386,1.076798616,13031,36.35171702
2010,M,2,Alexander,385,0.9,801,1.8
1998,M,14,Kyle,385,0.942426319,6873,16.8241457
1985,F,9,Rachel,385,1.120195525,5466,15.90386686
2008,F,2,Emma,384,0.9,814,1.8
2001,M,10,Matthew,384,0.945370393,4422,10.88653093
1999,M,14,Brandon,384,0.940646204,6537,16.01303187
1995,F,7,Taylor,384,1.011005213,3181,8.375019746
1989,M,21,Aaron,384,0.994457969,12730,32.96731755
1980,M,21,Brandon,384,1.102529501,13326,38.2612191
1982,F,9,Amy,383,1.128029924,5217,15.36535799
2002,M,8,Tyler,382,0.944259053,3564,8.809788654
1992,M,22,Justin,382,0.927589724,12689,30.81200525
1990,F,13,Rachel,382,0.984967641,6801,17.53603383
1984,M,22,Jonathan,382,1.078821769,13557,38.28687622
2011,M,3,Alexander,381,0.9,"1,216",2.7
2008,M,5,Logan,381,0.826661459,2146,4.65620864
2003,M,7,Daniel,381,0.928815212,3084,7.518283764
2000,M,12,Benjamin,381,0.916482248,5615,13.50668719
2000,M,13,Ethan,381,0.916482248,5996,14.42316944
1992,M,23,John,381,0.925161478,13070,31.73716672
1987,M,20,Jason,381,1.054175198,12246,33.88301699
1985,F,10,Melissa,381,1.10855713,5847,17.01242399
1998,M,15,Joseph,380,0.930187017,7253,17.75433271
1985,F,11,Elizabeth,380,1.105647531,6227,18.11807152
1985,M,22,Jonathan,380,1.060060814,13411,37.41177783
1982,M,21,William,380,1.069338136,13348,37.56190905
1980,M,22,Jeffrey,380,1.091044819,13706,39.35226392
2008,F,3,Ava,379,0.9,"1,193",2.7
2003,M,8,Michael,379,0.923939542,3463,8.442223306
2010,M,3,Daniel,378,0.9,"1,179",2.7
2004,M,7,Ryan,378,0.897755611,3070,7.291295571
1987,M,21,Anthony,378,1.045874606,12624,34.92889159
2007,M,5,Logan,377,0.8249814,2222,4.862357215
2000,M,14,Austin,377,0.906860387,6373,15.33002983
2000,M,15,Nicholas,377,0.906860387,6750,16.23689021
1998,M,16,David,377,0.922843435,7630,18.67717615
1994,F,7,Amanda,377,0.997433659,3487,9.225599915
1994,M,20,Jordan,377,0.952790133,10879,27.49443995
1985,F,12,Heather,377,1.096918735,6604,19.21499025
1985,M,23,Eric,377,1.051691913,13788,38.46346975
2008,F,4,Sophia,376,0.9,"1,569",3.6
1988,M,20,Kevin,376,1.01167734,12243,32.94139805
1985,M,24,Adam,376,1.048902279,14164,39.51237203
2010,M,4,William,375,0.8,"1,554",3.5
2007,F,4,Sophia,375,0.867593642,1640,3.794276196
2001,M,11,Joseph,375,0.923213275,4797,11.80974421
1992,F,7,Rachel,375,0.96906737,3786,9.783704163
1990,M,24,Cody,375,0.922282341,14436,35.50418101
1982,M,22,Jacob,375,1.055267897,13723,38.61717695
2010,M,5,Ethan,374,0.8,"1,928",4.4
2001,M,12,Ryan,374,0.920751373,5171,12.73049558
1980,F,8,Amy,374,1.133986235,4704,14.26275735
1989,F,11,Emily,373,1.0108949,6069,16.44804596
1988,F,9,Brittany,373,1.055162659,5363,15.17114569
1984,F,11,Megan,373,1.112834895,5904,17.61441613
2003,M,9,Tyler,372,0.906874695,3835,9.349098001
1991,F,9,Brittany,372,0.95262484,5192,13.29577465
1990,F,14,Elizabeth,372,0.959183147,7173,18.49521698
1987,F,8,Rachel,372,1.091613358,5051,14.82187922
2004,M,8,Michael,371,0.881130507,3441,8.172426078
2002,M,9,Matthew,371,0.917068348,3935,9.726857002
1996,F,7,Ashley,371,0.97987428,3064,8.092546617
1992,M,24,Anthony,371,0.900879025,13441,32.63804575
1988,M,21,Aaron,371,0.998224183,12614,33.93962224
1982,F,10,Heather,371,1.09268695,5588,16.45804494
1982,M,23,Benjamin,371,1.044011706,14094,39.66118865
2006,F,3,Ava,370,0.874518424,1181,2.791368267
2003,F,4,Madison,370,0.937610866,1793,4.543611576
2000,M,16,David,370,0.89002213,7120,17.12691235
1989,F,12,Nicole,370,1.002764378,6439,17.45081034
1987,F,9,Megan,370,1.085744469,5421,15.90762369
1984,M,23,Jeffrey,370,1.044932079,13927,39.3318083
1982,M,24,Jonathan,370,1.041197659,14464,40.70238631
1981,M,23,Jacob,370,1.03389499,14377,40.17380613
1980,M,23,Aaron,370,1.062333113,14076,40.41459703
2007,F,5,Isabella,369,0.853712144,2009,4.64798834
2002,M,10,Benjamin,369,0.912124583,4304,10.63898158
1999,M,15,Zachary,369,0.903902212,6906,16.91693408
1991,F,10,Megan,369,0.944942382,5561,14.24071703
1987,F,10,Heather,369,1.082810024,5790,16.99043371
1987,M,22,Eric,369,1.020972829,12993,35.94986442
1981,F,9,Heather,369,1.085294118,5323,15.65588235
1980,F,9,Michelle,369,1.118825991,5073,15.38158334
1980,M,24,William,369,1.059461943,14445,41.47405897
2008,F,5,Emily,368,0.8,"1,937",4.4
2008,F,6,Isabella,368,0.8,"2,305",5.2
1998,F,5,Sarah,368,0.948771496,2309,5.953025498
1998,F,6,Taylor,368,0.948771496,2677,6.901796994
1993,M,22,Anthony,368,0.913967812,12058,29.94734751
1991,F,11,Nicole,368,0.942381562,5929,15.18309859
1989,M,22,Alexander,368,0.95302222,13098,33.92033977
1987,M,23,Aaron,368,1.018205965,13361,36.96807039
2000,F,4,Emma,367,0.930786984,1876,4.757919298
1999,M,16,Benjamin,367,0.899003013,7273,17.81593709
1992,F,8,Megan,367,0.948393932,4153,10.7320981
1983,F,11,Megan,367,1.101143149,6066,18.20036605
1981,F,10,Michelle,367,1.079411765,5690,16.73529412
1980,F,10,Elizabeth,367,1.112761893,5440,16.49434523
2004,F,3,Olivia,366,0.924032417,1313,3.314903179
2002,M,11,Joseph,366,0.904708936,4670,11.54369052
1989,M,23,Benjamin,366,0.947842751,13464,34.86818252
1986,M,22,Jonathan,366,1.029854526,13134,36.95658291
1981,F,11,Angela,366,1.076470588,6056,17.81176471
1981,M,24,William,366,1.022717747,14743,41.19652388
2005,M,6,Joshua,364,0.859930544,2513,5.936828179
2003,F,5,Hannah,364,0.922406366,2157,5.466017941
1992,F,9,Elizabeth,364,0.940641393,4517,11.67273949
1989,F,13,Megan,364,0.986503334,6803,18.43731368
1987,M,24,Brian,364,1.007138509,13725,37.9752089
1986,M,23,Kevin,364,1.024226906,13498,37.98080981
1984,M,24,Eric,364,1.027987235,14291,40.35979553
1983,F,12,Elizabeth,364,1.092141979,6430,19.29250803
1982,M,25,Kevin,364,1.024313372,14828,41.72669968
2005,M,7,Michael,363,0.857568098,2876,6.794396277
2002,M,12,Samuel,363,0.897293289,5033,12.44098381
1998,F,7,Emma,363,0.935880579,3040,7.837677572
2011,M,4,Ethan,362,0.8,"1,578",3.5
2003,M,10,Matthew,362,0.882496343,4197,10.23159434
1994,F,8,Hannah,362,0.957747969,3849,10.18334788
2013,M,2,Mason,361,0.8,823,1.8
2005,F,3,Olivia,361,0.895870558,1214,3.012705976
2005,M,8,Tyler,361,0.852843204,3237,7.647239481
1999,M,17,Dylan,361,0.884305416,7634,18.70024251
1995,M,19,Jordan,361,0.919557797,10014,25.50817668
1991,F,12,Elizabeth,361,0.924455826,6290,16.10755442
1985,M,25,Anthony,361,1.007057773,14525,40.5194298
1981,M,25,Jesse,361,1.008746193,15104,42.20527007
1980,M,25,Jacob,361,1.036492578,14806,42.51055155
2010,F,4,Emma,360,0.9,"1,662",3.9
2005,F,4,Madison,360,0.893388922,1574,3.906094898
1999,M,18,Nathan,360,0.881855817,7994,19.58209833
1991,M,24,Benjamin,360,0.880303216,14079,34.42719159
1990,M,25,Kevin,360,0.885391048,14796,36.38957206
1989,M,24,William,360,0.932304346,13824,35.80048687
1985,M,26,Steven,360,1.00426814,14885,41.52369794
2007,F,6,Ava,359,0.830576314,2368,5.478564653
2003,M,11,Samuel,359,0.875182838,4556,11.10677718
1980,F,11,Stephanie,359,1.088505503,5799,17.58285073
2012,M,4,Alexander,357,0.8,"1,568",3.5
2007,M,6,Noah,357,0.781215808,2579,5.643573023
2001,M,13,Benjamin,357,0.878899037,5528,13.60939462
1994,F,9,Rachel,357,0.944519406,4206,11.12786729
1990,M,26,Eric,357,0.878012789,15153,37.26758485
1988,M,22,Jonathan,357,0.960555346,12971,34.90017758
1987,F,11,Elizabeth,357,1.04759669,6147,18.0380304
1984,M,25,Anthony,357,1.00821825,14648,41.36801378
1983,M,24,Kevin,357,1.00990099,14844,41.99151344
2010,M,6,Logan,356,0.8,"2,284",5.2
2003,M,12,David,356,0.867869332,4912,11.97464651
1995,M,20,James,356,0.90682154,10370,26.41499822
1989,M,25,Kevin,356,0.921945408,14180,36.72243228
1982,M,26,Jeremy,356,1.001800991,15184,42.72850068
2011,M,5,Jacob,355,0.8,"1,933",4.3
2008,M,6,William,355,0.770248866,2501,5.426457506
2006,F,4,Isabella,355,0.839064974,1536,3.630433241
2004,F,4,Isabella,355,0.896260951,1668,4.211164129
2001,F,4,Emma,355,0.912127441,1765,4.534943474
1991,M,25,William,355,0.868076782,14434,35.29526837
1989,F,14,Kayla,355,0.962111768,7158,19.39942544
1988,M,23,Zachary,355,0.955174084,13326,35.85535167
1984,F,12,Michelle,355,1.059132407,6259,18.67354854
1981,F,12,Elizabeth,355,1.044117647,6411,18.85588235
2007,M,7,Benjamin,354,0.774650969,2933,6.418223992
2006,F,5,Olivia,354,0.836701411,1890,4.467134652
1996,M,18,Anthony,354,0.884778805,9063,22.65183704
1994,M,21,Justin,354,0.894662353,11233,28.3891023
1986,F,10,Heather,354,1.045574032,5728,16.91821484
1985,M,27,Kevin,354,0.987530337,15239,42.51122828
1983,F,13,Amy,354,1.062138078,6784,20.3546461
2010,M,7,Benjamin,353,0.8,"2,637",6
2002,M,13,Ryan,353,0.872574466,5386,13.31355827
1998,F,8,Jessica,353,0.910098744,3393,8.747776317
1992,F,10,Kayla,353,0.912215417,4870,12.58495491
1991,F,13,Rachel,353,0.90396927,6643,17.01152369
1984,F,13,Elizabeth,353,1.053165463,6612,19.726714
1984,M,26,Jacob,353,0.996921687,15001,42.36493547
2000,F,5,Sarah,352,0.89274392,2228,5.650663217
1988,F,10,Megan,352,0.995756719,5715,16.1669024
1983,M,25,Jacob,352,0.995756719,15196,42.98727016
2009,M,6,Logan,351,0.8,"2,460",5.4
1994,M,22,John,351,0.887080469,11584,29.27618277
1985,M,28,Jeffrey,351,0.979161436,15590,43.49038971
1982,F,11,Elizabeth,351,1.033781993,5939,17.49182694
2013,M,3,Alexander,350,0.8,"1,173",2.6
1996,M,19,James,350,0.874781305,9413,23.52661835
1992,M,25,William,350,0.849885873,13791,33.48793162
1988,M,24,William,350,0.941720928,13676,36.79707259
2007,M,8,David,349,0.763709572,3282,7.181933564
2005,M,9,David,349,0.824493846,3586,8.471733327
1997,F,7,Megan,349,0.915770139,3160,8.291786933
1992,F,11,Hannah,349,0.901878699,5219,13.4868336
1987,M,25,Jonathan,349,0.965635549,14074,38.94084445
1981,M,26,Jonathan,349,0.975214463,15453,43.18048453
2013,M,4,Ethan,348,0.8,"1,521",3.4
2008,M,7,Noah,348,0.755060861,2849,6.181518367
2006,M,7,Samuel,348,0.781390336,2965,6.657535477
1999,F,5,Jessica,347,0.895460762,2203,5.68501458
1990,M,27,Benjamin,347,0.853418593,15500,38.12100344
1989,M,26,Steven,347,0.8986378,14527,37.62107008
1987,M,26,Benjamin,347,0.960101821,14421,39.90094627
1985,M,29,Benjamin,347,0.968002901,15937,44.45839261
1984,F,14,Amy,347,1.035264634,6959,20.76197864
2009,M,7,Benjamin,346,0.8,"2,806",6.1
2007,M,9,Samuel,346,0.757144733,3628,7.939078297
1992,F,12,Nicole,346,0.89412616,5565,14.38095976
1991,F,14,Jennifer,346,0.886043534,6989,17.89756722
1984,M,27,Kevin,346,0.977152701,15347,43.34208817
2011,M,6,Daniel,345,0.8,"2,278",5.1
2011,M,7,Noah,345,0.8,"2,623",5.9
2010,M,8,Liam,345,0.8,"2,982",6.7
2006,F,6,Madison,345,0.815429341,2235,5.282563994
1986,M,24,Adam,345,0.970764512,13843,38.95157433
2006,M,8,Michael,344,0.772408838,3309,7.429944315
2004,M,9,Samuel,344,0.817005106,3785,8.989431184
1997,F,8,Ashley,344,0.902650223,3504,9.194437156
1988,F,11,Rachel,344,0.973125884,6059,17.14002829
1984,M,28,Steven,344,0.97150442,15691,44.31359259
1980,M,26,Timothy,344,0.987682678,15150,43.49823423
2011,M,8,William,343,0.8,"2,966",6.6
2010,M,9,Elijah,343,0.8,"3,325",7.5
2008,F,7,Abigail,343,0.8,"2,648",6
2005,M,10,Logan,343,0.810319167,3929,9.282052494
2004,M,10,Tyler,343,0.814630091,4128,9.804061276
2000,M,17,William,343,0.825074569,7463,17.95198691
1997,M,18,Jordan,343,0.856835952,8845,22.09537608
1997,M,19,Samuel,343,0.856835952,9188,22.95221204
1994,M,23,Anthony,343,0.866862111,11927,30.14304488
1993,F,8,Hannah,343,0.890839675,4040,10.49268888
1989,F,15,Kelsey,343,0.92958968,7501,20.32901512
1987,F,12,Amber,343,1.006514467,6490,19.04454487
1983,F,14,Michelle,343,1.029133787,7127,21.38377989
2011,M,9,Logan,342,0.8,"3,308",7.4
2010,M,10,Noah,342,0.8,"3,667",8.3
2006,F,7,Sophia,342,0.808338651,2577,6.090902645
2004,F,5,Hannah,342,0.863440127,2010,5.074604257
2003,M,13,Benjamin,342,0.833739639,5254,12.80838615
2001,F,5,Grace,342,0.878725591,2107,5.413669065
1996,F,8,Elizabeth,342,0.903280334,3406,8.995826951
1995,F,8,Amanda,342,0.900426518,3523,9.275446264
2004,M,11,Benjamin,341,0.809880062,4469,10.61394134
1997,M,20,Justin,341,0.851839824,9529,23.80405186
1983,M,26,Eric,341,0.964639321,15537,43.95190948
2008,M,8,Aiden,340,0.73770314,3189,6.919221506
2007,M,10,Andrew,340,0.744015055,3968,8.683093352
2007,M,11,Michael,340,0.744015055,4308,9.427108407
2004,F,6,Madison,340,0.85839077,2350,5.932995026
2002,M,14,David,340,0.840439995,5726,14.15399827
1998,F,9,Alexis,340,0.87658236,3733,9.624358677
1991,M,26,Kevin,340,0.831397481,14774,36.12666585
1990,M,28,Jonathan,340,0.836202656,15840,38.9572061
1989,M,27,Brian,340,0.88050966,14867,38.50157974
1988,F,12,Elizabeth,340,0.961810467,6399,18.10183876
1986,M,25,Benjamin,340,0.956695461,14183,39.90826979
1984,M,29,William,340,0.960207857,16031,45.27380045
1983,M,27,Benjamin,340,0.961810467,15877,44.91371994
